RaceID,RaceName,State,CountyName,PrecinctName,CandidateName,PartyName,Votes
993,US House,GA,Cobb,Sewell Mill 03,Write In, Unaffiliated,212
993,US House,GA,Cobb,Sope Creek 01,Write In, Unaffiliated,161
993,US House,GA,Cobb,Sope Creek 02,Write In, Unaffiliated,191
993,US House,GA,Cobb,Sope Creek 03,Write In, Unaffiliated,143
993,US House,GA,Cobb,Timber Ridge 01,Write In, Unaffiliated,201
993,US House,GA,Cobb,Willeo 01,Write In, Unaffiliated,401
993,US House,GA,Cobb,Addison 01,Karen Handel, Republican,407
993,US House,GA,Cobb,Bells Ferry 02,Karen Handel, Republican,26
993,US House,GA,Cobb,Bells Ferry 03,Karen Handel, Republican,180
993,US House,GA,Cobb,Blackwell 01,Karen Handel, Republican,152
993,US House,GA,Cobb,Chattahoochee 01,Karen Handel, Republican,72
993,US House,GA,Cobb,Chestnut Ridge 01,Karen Handel, Republican,492
993,US House,GA,Cobb,Dickerson 01,Karen Handel, Republican,194
993,US House,GA,Cobb,Dodgen 01,Karen Handel, Republican,214
993,US House,GA,Cobb,Davis 01,Karen Handel, Republican,496
993,US House,GA,Cobb,Eastside 01,Karen Handel, Republican,175
993,US House,GA,Cobb,Eastside 02,Karen Handel, Republican,348
993,US House,GA,Cobb,Elizabeth 02,Karen Handel, Republican,93
993,US House,GA,Cobb,Elizabeth 03,Karen Handel, Republican,277
993,US House,GA,Cobb,Elizabeth 04,Karen Handel, Republican,430
993,US House,GA,Cobb,Elizabeth 05,Karen Handel, Republican,9
993,US House,GA,Cobb,East Piedmont 01,Karen Handel, Republican,432
993,US House,GA,Cobb,Fullers Park 01,Karen Handel, Republican,424
993,US House,GA,Cobb,Garrison Mill 01,Karen Handel, Republican,2
993,US House,GA,Cobb,Gritters 01,Karen Handel, Republican,351
993,US House,GA,Cobb,Hightower 01,Karen Handel, Republican,126
993,US House,GA,Cobb,Kell 01,Karen Handel, Republican,322
993,US House,GA,Cobb,Lassiter 01,Karen Handel, Republican,315
993,US House,GA,Cobb,Mabry 01,Karen Handel, Republican,445
993,US House,GA,Cobb,Murdock 01,Karen Handel, Republican,461
993,US House,GA,Cobb,McCleskey 01,Karen Handel, Republican,358
993,US House,GA,Cobb,Marietta 5A,Karen Handel, Republican,390
993,US House,GA,Cobb,Marietta 5B,Karen Handel, Republican,493
993,US House,GA,Cobb,Marietta 6A,Karen Handel, Republican,250
993,US House,GA,Cobb,Marietta 6B,Karen Handel, Republican,218
993,US House,GA,Cobb,Marietta 7A,Karen Handel, Republican,165
993,US House,GA,Cobb,Mt Bethel 01,Karen Handel, Republican,10
993,US House,GA,Cobb,Mt Bethel 03,Karen Handel, Republican,406
993,US House,GA,Cobb,Mt Bethel 04,Karen Handel, Republican,32
993,US House,GA,Cobb,Nicholson 01,Karen Handel, Republican,281
993,US House,GA,Cobb,Powers Ferry 01,Karen Handel, Republican,204
993,US House,GA,Cobb,Post Oak 01,Karen Handel, Republican,27
993,US House,GA,Cobb,Pope 01,Karen Handel, Republican,208
993,US House,GA,Cobb,Palmer 01,Karen Handel, Republican,61
993,US House,GA,Cobb,Rocky Mount 01,Karen Handel, Republican,1
993,US House,GA,Cobb,Roswell 01,Karen Handel, Republican,265
993,US House,GA,Cobb,Roswell 02,Karen Handel, Republican,475
993,US House,GA,Cobb,Sandy Plains 01,Karen Handel, Republican,103
993,US House,GA,Cobb,Shallowford Falls 01,Karen Handel, Republican,27
993,US House,GA,Cobb,Simpson 01,Karen Handel, Republican,365
993,US House,GA,Cobb,Sewell Mill 01,Karen Handel, Republican,308
993,US House,GA,Cobb,Sewell Mill 03,Karen Handel, Republican,159
993,US House,GA,Cobb,Sope Creek 01,Karen Handel, Republican,185
993,US House,GA,Cobb,Sope Creek 02,Karen Handel, Republican,243
993,US House,GA,Cobb,Sope Creek 03,Karen Handel, Republican,12
993,US House,GA,Cobb,Timber Ridge 01,Karen Handel, Republican,314
993,US House,GA,Cobb,Willeo 01,Karen Handel, Republican,217
993,US House,GA,Cobb,Addison 01,David Abroms, Republican,81
993,US House,GA,Cobb,Bells Ferry 02,David Abroms, Republican,46
993,US House,GA,Cobb,Bells Ferry 03,David Abroms, Republican,47
993,US House,GA,Cobb,Blackwell 01,David Abroms, Republican,435
993,US House,GA,Cobb,Chattahoochee 01,David Abroms, Republican,78
993,US House,GA,Cobb,Chestnut Ridge 01,David Abroms, Republican,291
993,US House,GA,Cobb,Dickerson 01,David Abroms, Republican,143
993,US House,GA,Cobb,Dodgen 01,David Abroms, Republican,328
993,US House,GA,Cobb,Davis 01,David Abroms, Republican,439
993,US House,GA,Cobb,Eastside 01,David Abroms, Republican,398
993,US House,GA,Cobb,Eastside 02,David Abroms, Republican,295
993,US House,GA,Cobb,Elizabeth 02,David Abroms, Republican,264
993,US House,GA,Cobb,Elizabeth 03,David Abroms, Republican,488
993,US House,GA,Cobb,Elizabeth 04,David Abroms, Republican,464
993,US House,GA,Cobb,Elizabeth 05,David Abroms, Republican,296
993,US House,GA,Cobb,East Piedmont 01,David Abroms, Republican,259
993,US House,GA,Cobb,Fullers Park 01,David Abroms, Republican,113
993,US House,GA,Cobb,Garrison Mill 01,David Abroms, Republican,125
993,US House,GA,Cobb,Gritters 01,David Abroms, Republican,32
993,US House,GA,Cobb,Hightower 01,David Abroms, Republican,30
993,US House,GA,Cobb,Kell 01,David Abroms, Republican,409
993,US House,GA,Cobb,Lassiter 01,David Abroms, Republican,163
993,US House,GA,Cobb,Mabry 01,David Abroms, Republican,59
993,US House,GA,Cobb,Murdock 01,David Abroms, Republican,10
993,US House,GA,Cobb,McCleskey 01,David Abroms, Republican,476
993,US House,GA,Cobb,Marietta 5A,David Abroms, Republican,58
993,US House,GA,Cobb,Marietta 5B,David Abroms, Republican,72
993,US House,GA,Cobb,Marietta 6A,David Abroms, Republican,39
993,US House,GA,Cobb,Marietta 6B,David Abroms, Republican,46
993,US House,GA,Cobb,Marietta 7A,David Abroms, Republican,51
993,US House,GA,Cobb,Mt Bethel 01,David Abroms, Republican,74
993,US House,GA,Cobb,Mt Bethel 03,David Abroms, Republican,104
993,US House,GA,Cobb,Mt Bethel 04,David Abroms, Republican,178
993,US House,GA,Cobb,Nicholson 01,David Abroms, Republican,263
993,US House,GA,Cobb,Powers Ferry 01,David Abroms, Republican,174
993,US House,GA,Cobb,Post Oak 01,David Abroms, Republican,111
993,US House,GA,Cobb,Pope 01,David Abroms, Republican,170
993,US House,GA,Cobb,Palmer 01,David Abroms, Republican,453
993,US House,GA,Cobb,Rocky Mount 01,David Abroms, Republican,18
993,US House,GA,Cobb,Roswell 01,David Abroms, Republican,353
993,US House,GA,Cobb,Roswell 02,David Abroms, Republican,429
993,US House,GA,Cobb,Sandy Plains 01,David Abroms, Republican,346
993,US House,GA,Cobb,Shallowford Falls 01,David Abroms, Republican,451
993,US House,GA,Cobb,Simpson 01,David Abroms, Republican,376
993,US House,GA,Cobb,Sewell Mill 01,David Abroms, Republican,175
993,US House,GA,Cobb,Sewell Mill 03,David Abroms, Republican,315
993,US House,GA,Cobb,Sope Creek 01,David Abroms, Republican,132
993,US House,GA,Cobb,Sope Creek 02,David Abroms, Republican,256
993,US House,GA,Cobb,Sope Creek 03,David Abroms, Republican,31
993,US House,GA,Cobb,Timber Ridge 01,David Abroms, Republican,13
993,US House,GA,Cobb,Willeo 01,David Abroms, Republican,18
993,US House,GA,Cobb,Addison 01,Mohammad Ali Bhuiyan, Republican,253
993,US House,GA,Cobb,Bells Ferry 02,Mohammad Ali Bhuiyan, Republican,457
993,US House,GA,Cobb,Bells Ferry 03,Mohammad Ali Bhuiyan, Republican,311
993,US House,GA,Cobb,Blackwell 01,Mohammad Ali Bhuiyan, Republican,420
993,US House,GA,Cobb,Chattahoochee 01,Mohammad Ali Bhuiyan, Republican,41
993,US House,GA,Cobb,Chestnut Ridge 01,Mohammad Ali Bhuiyan, Republican,87
993,US House,GA,Cobb,Dickerson 01,Mohammad Ali Bhuiyan, Republican,123
993,US House,GA,Cobb,Dodgen 01,Mohammad Ali Bhuiyan, Republican,259
993,US House,GA,Cobb,Davis 01,Mohammad Ali Bhuiyan, Republican,316
993,US House,GA,Cobb,Eastside 01,Mohammad Ali Bhuiyan, Republican,478
993,US House,GA,Cobb,Eastside 02,Mohammad Ali Bhuiyan, Republican,337
993,US House,GA,Cobb,Elizabeth 02,Mohammad Ali Bhuiyan, Republican,72
993,US House,GA,Cobb,Elizabeth 03,Mohammad Ali Bhuiyan, Republican,184
993,US House,GA,Cobb,Elizabeth 04,Mohammad Ali Bhuiyan, Republican,425
993,US House,GA,Cobb,Elizabeth 05,Mohammad Ali Bhuiyan, Republican,94
993,US House,GA,Cobb,East Piedmont 01,Mohammad Ali Bhuiyan, Republican,320
993,US House,GA,Cobb,Fullers Park 01,Mohammad Ali Bhuiyan, Republican,0
993,US House,GA,Cobb,Garrison Mill 01,Mohammad Ali Bhuiyan, Republican,33
993,US House,GA,Cobb,Gritters 01,Mohammad Ali Bhuiyan, Republican,370
993,US House,GA,Cobb,Hightower 01,Mohammad Ali Bhuiyan, Republican,349
993,US House,GA,Cobb,Kell 01,Mohammad Ali Bhuiyan, Republican,457
993,US House,GA,Cobb,Lassiter 01,Mohammad Ali Bhuiyan, Republican,328
993,US House,GA,Cobb,Mabry 01,Mohammad Ali Bhuiyan, Republican,373
993,US House,GA,Cobb,Murdock 01,Mohammad Ali Bhuiyan, Republican,242
993,US House,GA,Cobb,McCleskey 01,Mohammad Ali Bhuiyan, Republican,337
993,US House,GA,Cobb,Marietta 5A,Mohammad Ali Bhuiyan, Republican,92
993,US House,GA,Cobb,Marietta 5B,Mohammad Ali Bhuiyan, Republican,407
993,US House,GA,Cobb,Marietta 6A,Mohammad Ali Bhuiyan, Republican,132
993,US House,GA,Cobb,Marietta 6B,Mohammad Ali Bhuiyan, Republican,139
993,US House,GA,Cobb,Marietta 7A,Mohammad Ali Bhuiyan, Republican,171
993,US House,GA,Cobb,Mt Bethel 01,Mohammad Ali Bhuiyan, Republican,456
993,US House,GA,Cobb,Mt Bethel 03,Mohammad Ali Bhuiyan, Republican,458
993,US House,GA,Cobb,Mt Bethel 04,Mohammad Ali Bhuiyan, Republican,423
993,US House,GA,Cobb,Nicholson 01,Mohammad Ali Bhuiyan, Republican,201
993,US House,GA,Cobb,Powers Ferry 01,Mohammad Ali Bhuiyan, Republican,446
993,US House,GA,Cobb,Post Oak 01,Mohammad Ali Bhuiyan, Republican,465
993,US House,GA,Cobb,Pope 01,Mohammad Ali Bhuiyan, Republican,108
993,US House,GA,Cobb,Palmer 01,Mohammad Ali Bhuiyan, Republican,52
993,US House,GA,Cobb,Rocky Mount 01,Mohammad Ali Bhuiyan, Republican,146
993,US House,GA,Cobb,Roswell 01,Mohammad Ali Bhuiyan, Republican,413
993,US House,GA,Cobb,Roswell 02,Mohammad Ali Bhuiyan, Republican,410
993,US House,GA,Cobb,Sandy Plains 01,Mohammad Ali Bhuiyan, Republican,111
993,US House,GA,Cobb,Shallowford Falls 01,Mohammad Ali Bhuiyan, Republican,378
993,US House,GA,Cobb,Simpson 01,Mohammad Ali Bhuiyan, Republican,216
993,US House,GA,Cobb,Sewell Mill 01,Mohammad Ali Bhuiyan, Republican,476
993,US House,GA,Cobb,Sewell Mill 03,Mohammad Ali Bhuiyan, Republican,316
993,US House,GA,Cobb,Sope Creek 01,Mohammad Ali Bhuiyan, Republican,476
993,US House,GA,Cobb,Sope Creek 02,Mohammad Ali Bhuiyan, Republican,85
993,US House,GA,Cobb,Sope Creek 03,Mohammad Ali Bhuiyan, Republican,461
993,US House,GA,Cobb,Timber Ridge 01,Mohammad Ali Bhuiyan, Republican,305
993,US House,GA,Cobb,Willeo 01,Mohammad Ali Bhuiyan, Republican,40
993,US House,GA,Cobb,Addison 01,Ragin Edwards, Democratic,438
993,US House,GA,Cobb,Bells Ferry 02,Ragin Edwards, Democratic,291
993,US House,GA,Cobb,Bells Ferry 03,Ragin Edwards, Democratic,132
993,US House,GA,Cobb,Blackwell 01,Ragin Edwards, Democratic,186
993,US House,GA,Cobb,Chattahoochee 01,Ragin Edwards, Democratic,163
993,US House,GA,Cobb,Chestnut Ridge 01,Ragin Edwards, Democratic,398
993,US House,GA,Cobb,Dickerson 01,Ragin Edwards, Democratic,125
993,US House,GA,Cobb,Dodgen 01,Ragin Edwards, Democratic,188
993,US House,GA,Cobb,Davis 01,Ragin Edwards, Democratic,371
993,US House,GA,Cobb,Eastside 01,Ragin Edwards, Democratic,38
993,US House,GA,Cobb,Eastside 02,Ragin Edwards, Democratic,476
993,US House,GA,Cobb,Elizabeth 02,Ragin Edwards, Democratic,485
993,US House,GA,Cobb,Elizabeth 03,Ragin Edwards, Democratic,419
993,US House,GA,Cobb,Elizabeth 04,Ragin Edwards, Democratic,192
993,US House,GA,Cobb,Elizabeth 05,Ragin Edwards, Democratic,144
993,US House,GA,Cobb,East Piedmont 01,Ragin Edwards, Democratic,477
993,US House,GA,Cobb,Fullers Park 01,Ragin Edwards, Democratic,303
993,US House,GA,Cobb,Garrison Mill 01,Ragin Edwards, Democratic,409
993,US House,GA,Cobb,Gritters 01,Ragin Edwards, Democratic,61
993,US House,GA,Cobb,Hightower 01,Ragin Edwards, Democratic,390
993,US House,GA,Cobb,Kell 01,Ragin Edwards, Democratic,197
993,US House,GA,Cobb,Lassiter 01,Ragin Edwards, Democratic,422
993,US House,GA,Cobb,Mabry 01,Ragin Edwards, Democratic,404
993,US House,GA,Cobb,Murdock 01,Ragin Edwards, Democratic,307
993,US House,GA,Cobb,McCleskey 01,Ragin Edwards, Democratic,410
993,US House,GA,Cobb,Marietta 5A,Ragin Edwards, Democratic,161
993,US House,GA,Cobb,Marietta 5B,Ragin Edwards, Democratic,244
993,US House,GA,Cobb,Marietta 6A,Ragin Edwards, Democratic,93
993,US House,GA,Cobb,Marietta 6B,Ragin Edwards, Democratic,154
993,US House,GA,Cobb,Marietta 7A,Ragin Edwards, Democratic,77
993,US House,GA,Cobb,Mt Bethel 01,Ragin Edwards, Democratic,451
993,US House,GA,Cobb,Mt Bethel 03,Ragin Edwards, Democratic,28
993,US House,GA,Cobb,Mt Bethel 04,Ragin Edwards, Democratic,486
993,US House,GA,Cobb,Nicholson 01,Ragin Edwards, Democratic,35
993,US House,GA,Cobb,Powers Ferry 01,Ragin Edwards, Democratic,91
993,US House,GA,Cobb,Post Oak 01,Ragin Edwards, Democratic,145
993,US House,GA,Cobb,Pope 01,Ragin Edwards, Democratic,64
993,US House,GA,Cobb,Palmer 01,Ragin Edwards, Democratic,406
993,US House,GA,Cobb,Rocky Mount 01,Ragin Edwards, Democratic,239
993,US House,GA,Cobb,Roswell 01,Ragin Edwards, Democratic,46
993,US House,GA,Cobb,Roswell 02,Ragin Edwards, Democratic,100
993,US House,GA,Cobb,Sandy Plains 01,Ragin Edwards, Democratic,193
993,US House,GA,Cobb,Shallowford Falls 01,Ragin Edwards, Democratic,459
993,US House,GA,Cobb,Simpson 01,Ragin Edwards, Democratic,311
993,US House,GA,Cobb,Sewell Mill 01,Ragin Edwards, Democratic,481
993,US House,GA,Cobb,Sewell Mill 03,Ragin Edwards, Democratic,227
993,US House,GA,Cobb,Sope Creek 01,Ragin Edwards, Democratic,71
993,US House,GA,Cobb,Sope Creek 02,Ragin Edwards, Democratic,26
993,US House,GA,Cobb,Sope Creek 03,Ragin Edwards, Democratic,442
993,US House,GA,Cobb,Timber Ridge 01,Ragin Edwards, Democratic,468
993,US House,GA,Cobb,Willeo 01,Ragin Edwards, Democratic,371
993,US House,GA,Cobb,Addison 01,Keith Grawert, Republican,306
993,US House,GA,Cobb,Bells Ferry 02,Keith Grawert, Republican,293
993,US House,GA,Cobb,Bells Ferry 03,Keith Grawert, Republican,347
993,US House,GA,Cobb,Blackwell 01,Keith Grawert, Republican,172
993,US House,GA,Cobb,Chattahoochee 01,Keith Grawert, Republican,206
993,US House,GA,Cobb,Chestnut Ridge 01,Keith Grawert, Republican,187
993,US House,GA,Cobb,Dickerson 01,Keith Grawert, Republican,214
993,US House,GA,Cobb,Dodgen 01,Keith Grawert, Republican,409
993,US House,GA,Cobb,Davis 01,Keith Grawert, Republican,8
993,US House,GA,Cobb,Eastside 01,Keith Grawert, Republican,69
993,US House,GA,Cobb,Eastside 02,Keith Grawert, Republican,34
993,US House,GA,Cobb,Elizabeth 02,Keith Grawert, Republican,129
993,US House,GA,Cobb,Elizabeth 03,Keith Grawert, Republican,45
993,US House,GA,Cobb,Elizabeth 04,Keith Grawert, Republican,225
993,US House,GA,Cobb,Elizabeth 05,Keith Grawert, Republican,271
993,US House,GA,Cobb,East Piedmont 01,Keith Grawert, Republican,7
993,US House,GA,Cobb,Fullers Park 01,Keith Grawert, Republican,32
993,US House,GA,Cobb,Garrison Mill 01,Keith Grawert, Republican,276
993,US House,GA,Cobb,Gritters 01,Keith Grawert, Republican,76
993,US House,GA,Cobb,Hightower 01,Keith Grawert, Republican,222
993,US House,GA,Cobb,Kell 01,Keith Grawert, Republican,76
993,US House,GA,Cobb,Lassiter 01,Keith Grawert, Republican,481
993,US House,GA,Cobb,Mabry 01,Keith Grawert, Republican,409
993,US House,GA,Cobb,Murdock 01,Keith Grawert, Republican,304
993,US House,GA,Cobb,McCleskey 01,Keith Grawert, Republican,33
993,US House,GA,Cobb,Marietta 5A,Keith Grawert, Republican,398
993,US House,GA,Cobb,Marietta 5B,Keith Grawert, Republican,200
993,US House,GA,Cobb,Marietta 6A,Keith Grawert, Republican,164
993,US House,GA,Cobb,Marietta 6B,Keith Grawert, Republican,283
993,US House,GA,Cobb,Marietta 7A,Keith Grawert, Republican,361
993,US House,GA,Cobb,Mt Bethel 01,Keith Grawert, Republican,157
993,US House,GA,Cobb,Mt Bethel 03,Keith Grawert, Republican,313
993,US House,GA,Cobb,Mt Bethel 04,Keith Grawert, Republican,416
993,US House,GA,Cobb,Nicholson 01,Keith Grawert, Republican,57
993,US House,GA,Cobb,Powers Ferry 01,Keith Grawert, Republican,262
993,US House,GA,Cobb,Post Oak 01,Keith Grawert, Republican,458
993,US House,GA,Cobb,Pope 01,Keith Grawert, Republican,487
993,US House,GA,Cobb,Palmer 01,Keith Grawert, Republican,270
993,US House,GA,Cobb,Rocky Mount 01,Keith Grawert, Republican,329
993,US House,GA,Cobb,Roswell 01,Keith Grawert, Republican,298
993,US House,GA,Cobb,Roswell 02,Keith Grawert, Republican,155
993,US House,GA,Cobb,Sandy Plains 01,Keith Grawert, Republican,331
993,US House,GA,Cobb,Shallowford Falls 01,Keith Grawert, Republican,42
993,US House,GA,Cobb,Simpson 01,Keith Grawert, Republican,363
993,US House,GA,Cobb,Sewell Mill 01,Keith Grawert, Republican,454
993,US House,GA,Cobb,Sewell Mill 03,Keith Grawert, Republican,486
993,US House,GA,Cobb,Sope Creek 01,Keith Grawert, Republican,37
993,US House,GA,Cobb,Sope Creek 02,Keith Grawert, Republican,411
993,US House,GA,Cobb,Sope Creek 03,Keith Grawert, Republican,329
993,US House,GA,Cobb,Timber Ridge 01,Keith Grawert, Republican,381
993,US House,GA,Cobb,Willeo 01,Keith Grawert, Republican,218
993,US House,GA,Cobb,Addison 01,Bob Gray, Republican,293
993,US House,GA,Cobb,Bells Ferry 02,Bob Gray, Republican,258
993,US House,GA,Cobb,Bells Ferry 03,Bob Gray, Republican,421
993,US House,GA,Cobb,Blackwell 01,Bob Gray, Republican,345
993,US House,GA,Cobb,Chattahoochee 01,Bob Gray, Republican,104
993,US House,GA,Cobb,Chestnut Ridge 01,Bob Gray, Republican,232
993,US House,GA,Cobb,Dickerson 01,Bob Gray, Republican,231
993,US House,GA,Cobb,Dodgen 01,Bob Gray, Republican,438
993,US House,GA,Cobb,Davis 01,Bob Gray, Republican,138
993,US House,GA,Cobb,Eastside 01,Bob Gray, Republican,62
993,US House,GA,Cobb,Eastside 02,Bob Gray, Republican,407
993,US House,GA,Cobb,Elizabeth 02,Bob Gray, Republican,283
993,US House,GA,Cobb,Elizabeth 03,Bob Gray, Republican,228
993,US House,GA,Cobb,Elizabeth 04,Bob Gray, Republican,25
993,US House,GA,Cobb,Elizabeth 05,Bob Gray, Republican,494
993,US House,GA,Cobb,East Piedmont 01,Bob Gray, Republican,324
993,US House,GA,Cobb,Fullers Park 01,Bob Gray, Republican,401
993,US House,GA,Cobb,Garrison Mill 01,Bob Gray, Republican,72
993,US House,GA,Cobb,Gritters 01,Bob Gray, Republican,485
993,US House,GA,Cobb,Hightower 01,Bob Gray, Republican,340
993,US House,GA,Cobb,Kell 01,Bob Gray, Republican,351
993,US House,GA,Cobb,Lassiter 01,Bob Gray, Republican,139
993,US House,GA,Cobb,Mabry 01,Bob Gray, Republican,337
993,US House,GA,Cobb,Murdock 01,Bob Gray, Republican,114
993,US House,GA,Cobb,McCleskey 01,Bob Gray, Republican,299
993,US House,GA,Cobb,Marietta 5A,Bob Gray, Republican,420
993,US House,GA,Cobb,Marietta 5B,Bob Gray, Republican,92
993,US House,GA,Cobb,Marietta 6A,Bob Gray, Republican,441
993,US House,GA,Cobb,Marietta 6B,Bob Gray, Republican,255
993,US House,GA,Cobb,Marietta 7A,Bob Gray, Republican,315
993,US House,GA,Cobb,Mt Bethel 01,Bob Gray, Republican,353
993,US House,GA,Cobb,Mt Bethel 03,Bob Gray, Republican,15
993,US House,GA,Cobb,Mt Bethel 04,Bob Gray, Republican,376
993,US House,GA,Cobb,Nicholson 01,Bob Gray, Republican,153
993,US House,GA,Cobb,Powers Ferry 01,Bob Gray, Republican,468
993,US House,GA,Cobb,Post Oak 01,Bob Gray, Republican,154
993,US House,GA,Cobb,Pope 01,Bob Gray, Republican,371
993,US House,GA,Cobb,Palmer 01,Bob Gray, Republican,70
993,US House,GA,Cobb,Rocky Mount 01,Bob Gray, Republican,483
993,US House,GA,Cobb,Roswell 01,Bob Gray, Republican,452
993,US House,GA,Cobb,Roswell 02,Bob Gray, Republican,99
993,US House,GA,Cobb,Sandy Plains 01,Bob Gray, Republican,126
993,US House,GA,Cobb,Shallowford Falls 01,Bob Gray, Republican,6
993,US House,GA,Cobb,Simpson 01,Bob Gray, Republican,281
993,US House,GA,Cobb,Sewell Mill 01,Bob Gray, Republican,90
993,US House,GA,Cobb,Sewell Mill 03,Bob Gray, Republican,466
993,US House,GA,Cobb,Sope Creek 01,Bob Gray, Republican,427
993,US House,GA,Cobb,Sope Creek 02,Bob Gray, Republican,334
993,US House,GA,Cobb,Sope Creek 03,Bob Gray, Republican,385
993,US House,GA,Cobb,Timber Ridge 01,Bob Gray, Republican,143
993,US House,GA,Cobb,Willeo 01,Bob Gray, Republican,369
993,US House,GA,Cobb,Addison 01,Alexander Hernandez, Unaffiliated,14
993,US House,GA,Cobb,Bells Ferry 02,Alexander Hernandez, Unaffiliated,221
993,US House,GA,Cobb,Bells Ferry 03,Alexander Hernandez, Unaffiliated,42
993,US House,GA,Cobb,Blackwell 01,Alexander Hernandez, Unaffiliated,411
993,US House,GA,Cobb,Chattahoochee 01,Alexander Hernandez, Unaffiliated,230
993,US House,GA,Cobb,Chestnut Ridge 01,Alexander Hernandez, Unaffiliated,336
993,US House,GA,Cobb,Dickerson 01,Alexander Hernandez, Unaffiliated,0
993,US House,GA,Cobb,Dodgen 01,Alexander Hernandez, Unaffiliated,132
993,US House,GA,Cobb,Davis 01,Alexander Hernandez, Unaffiliated,373
993,US House,GA,Cobb,Eastside 01,Alexander Hernandez, Unaffiliated,235
993,US House,GA,Cobb,Eastside 02,Alexander Hernandez, Unaffiliated,374
993,US House,GA,Cobb,Elizabeth 02,Alexander Hernandez, Unaffiliated,164
993,US House,GA,Cobb,Elizabeth 03,Alexander Hernandez, Unaffiliated,361
993,US House,GA,Cobb,Elizabeth 04,Alexander Hernandez, Unaffiliated,16
993,US House,GA,Cobb,Elizabeth 05,Alexander Hernandez, Unaffiliated,8
993,US House,GA,Cobb,East Piedmont 01,Alexander Hernandez, Unaffiliated,455
993,US House,GA,Cobb,Fullers Park 01,Alexander Hernandez, Unaffiliated,484
993,US House,GA,Cobb,Garrison Mill 01,Alexander Hernandez, Unaffiliated,216
993,US House,GA,Cobb,Gritters 01,Alexander Hernandez, Unaffiliated,296
993,US House,GA,Cobb,Hightower 01,Alexander Hernandez, Unaffiliated,14
993,US House,GA,Cobb,Kell 01,Alexander Hernandez, Unaffiliated,259
993,US House,GA,Cobb,Lassiter 01,Alexander Hernandez, Unaffiliated,373
993,US House,GA,Cobb,Mabry 01,Alexander Hernandez, Unaffiliated,353
993,US House,GA,Cobb,Murdock 01,Alexander Hernandez, Unaffiliated,156
993,US House,GA,Cobb,McCleskey 01,Alexander Hernandez, Unaffiliated,161
993,US House,GA,Cobb,Marietta 5A,Alexander Hernandez, Unaffiliated,416
993,US House,GA,Cobb,Marietta 5B,Alexander Hernandez, Unaffiliated,111
993,US House,GA,Cobb,Marietta 6A,Alexander Hernandez, Unaffiliated,47
993,US House,GA,Cobb,Marietta 6B,Alexander Hernandez, Unaffiliated,375
993,US House,GA,Cobb,Marietta 7A,Alexander Hernandez, Unaffiliated,294
993,US House,GA,Cobb,Mt Bethel 01,Alexander Hernandez, Unaffiliated,153
993,US House,GA,Cobb,Mt Bethel 03,Alexander Hernandez, Unaffiliated,349
993,US House,GA,Cobb,Mt Bethel 04,Alexander Hernandez, Unaffiliated,97
993,US House,GA,Cobb,Nicholson 01,Alexander Hernandez, Unaffiliated,282
993,US House,GA,Cobb,Powers Ferry 01,Alexander Hernandez, Unaffiliated,203
993,US House,GA,Cobb,Post Oak 01,Alexander Hernandez, Unaffiliated,310
993,US House,GA,Cobb,Pope 01,Alexander Hernandez, Unaffiliated,355
993,US House,GA,Cobb,Palmer 01,Alexander Hernandez, Unaffiliated,69
993,US House,GA,Cobb,Rocky Mount 01,Alexander Hernandez, Unaffiliated,19
993,US House,GA,Cobb,Roswell 01,Alexander Hernandez, Unaffiliated,382
993,US House,GA,Cobb,Roswell 02,Alexander Hernandez, Unaffiliated,417
993,US House,GA,Cobb,Sandy Plains 01,Alexander Hernandez, Unaffiliated,353
993,US House,GA,Cobb,Shallowford Falls 01,Alexander Hernandez, Unaffiliated,22
993,US House,GA,Cobb,Simpson 01,Alexander Hernandez, Unaffiliated,5
993,US House,GA,Cobb,Sewell Mill 01,Alexander Hernandez, Unaffiliated,498
993,US House,GA,Cobb,Sewell Mill 03,Alexander Hernandez, Unaffiliated,474
993,US House,GA,Cobb,Sope Creek 01,Alexander Hernandez, Unaffiliated,399
993,US House,GA,Cobb,Sope Creek 02,Alexander Hernandez, Unaffiliated,17
993,US House,GA,Cobb,Sope Creek 03,Alexander Hernandez, Unaffiliated,175
993,US House,GA,Cobb,Timber Ridge 01,Alexander Hernandez, Unaffiliated,414
993,US House,GA,Cobb,Willeo 01,Alexander Hernandez, Unaffiliated,351
993,US House,GA,Cobb,Addison 01,Judson Hill, Republican,481
993,US House,GA,Cobb,Bells Ferry 02,Judson Hill, Republican,116
993,US House,GA,Cobb,Bells Ferry 03,Judson Hill, Republican,407
993,US House,GA,Cobb,Blackwell 01,Judson Hill, Republican,319
993,US House,GA,Cobb,Chattahoochee 01,Judson Hill, Republican,392
993,US House,GA,Cobb,Chestnut Ridge 01,Judson Hill, Republican,385
993,US House,GA,Cobb,Dickerson 01,Judson Hill, Republican,485
993,US House,GA,Cobb,Dodgen 01,Judson Hill, Republican,233
993,US House,GA,Cobb,Davis 01,Judson Hill, Republican,168
993,US House,GA,Cobb,Eastside 01,Judson Hill, Republican,432
993,US House,GA,Cobb,Eastside 02,Judson Hill, Republican,21
993,US House,GA,Cobb,Elizabeth 02,Judson Hill, Republican,46
993,US House,GA,Cobb,Elizabeth 03,Judson Hill, Republican,438
